plays,duration,caption,mentions,hashtags,likes,comments,views,hour,day
296196.0,5.666,0,0,0,9090.0,201.0,55563.0,13,Monday
40716.0,35.001,"وصول الملاكم أوستن ويليامز لحضور الحدث العالمي #5vs5 🥊🔥

Arrival of boxer Austin Williams to attend the historic fight #5vs5 🥊🔥

#BigTime
#RiyadhSeason",0,3,54698.0,0.0,8731.0,13,Monday
29341283.0,15.014,"S for SULWHASOO 🐚

@sulwhasoo.official #광고",1,1,2570981.0,30489.0,5623685.0,4,Tuesday
4552.0,343.403,"Tune in as our channel partners share their insights at Global Conference 2024.

#AshokLeyland #KoiManzilDoorNahin #AshokLeylandIndia #AshokLeylandOfficial",0,4,138.0,1.0,821.0,13,Tuesday
33655.0,27.04,"موعد النزالات التاريخية في #5vs5 قرب 🔥😎

خمسة أيام فقط تفصلنا عن مواجهات ملحمية بين 10 من أفضل ملاكمين العالم 🥊

احجز تذكرتك الآن 👇 
https://webook.com/ar/events/tickets-5vs5-boxing/book

#BigTime 
#RiyadhSeason",0,3,28983.0,0.0,7976.0,18,Monday
10039.0,190.763,"Tune in as the proprietors of Sanket Transport LLP share their valuable experience with Ashok Leyland vehicles.

#AshokLeyland #KoiManzilDoorNahin #AshokLeylandIndia #AshokLeylandOfficial",0,4,571.0,2.0,2678.0,11,Wednesday
21708162.0,90.022,🫧 once upon a dream …. 🦪 ♡ @voguemagazine @metmuseum,2,0,1425052.0,50.0,6416896.0,13,Tuesday
15088121.0,30.1,"home with @rimowa.

Over the years of touring and traveling around the world, meeting our dedicated fans and discovering new places, I think I’ve grown a different and unique perspective of the word ‘home’. I am beyond excited to share my thoughts with @rimowa and to be joining the Rimowa family. #ad",2,1,1967829.0,10326.0,4763379.0,19,Saturday
17446567.0,16.266,it’s saint laurent.,0,0,2858422.0,22007.0,6450946.0,7,Wednesday
2652534.0,17.266,"London🪽@madmaxsaga
#madmaxfuriosa
@tiffanyandco",2,1,116831.0,694.0,562999.0,9,Saturday
15817256.0,15.015,"It’s good to see them, isn’t it? #WickedMovie trailer TOMORROW.",0,1,700089.0,3322.0,3129645.0,16,Tuesday
39002905.0,210.293,Everyone deserves the chance to fly. Watch the #WickedMovie trailer now. 🧹🫧,0,1,1583627.0,22710.0,8601684.0,15,Wednesday
1749576.0,33.766,"🫶 Good night New York 🫶
@madmaxsaga #madmaxfuriosa",1,1,88656.0,516.0,365973.0,0,Thursday
22011663.0,23.481,D.I.Y. CHRISTMAS SWEATERS STARRING HANK AND ROSÉ coming soon with this winter’s Season’s Greeting’s 🌲⛄️🧦 🌨️,0,0,1958901.0,11578.0,4136863.0,7,Wednesday
19884.0,27.04,"The historic battles in #5vs5 are fast approaching 🔥😎

In just five days, we will witness an epic confrontations between 10 of the best boxers in the world 🥊

Book your ticket now 👇
https://webook.com/ar/events/tickets-5vs5-boxing/book

#BigTime
#RiyadhSeason",0,3,29166.0,0.0,3928.0,18,Monday
2894004.0,35.41,"Today, we brought together over 100 boys and girls from @bgcofwhittier, @wsgvbgc, @bgclaharbor to join us at the @lakers facility for a memorable @MambaMambacitaSports Skills Academy Basketball Camp to honor my Gigi’s 18th birthday. 

We are grateful to our dedicated partners @nikeLA, @uscwbb, and all the coaches who made the day extra special 🦋 #GiannaBryant #MAMBACITA #PlayGigisWay❤️#2 🖤🤍",7,4,128495.0,8.0,879789.0,5,Sunday
1583836.0,56.806,“Shoutout to Laker Nation” 💜💛,0,0,88308.0,2161.0,423861.0,6,Tuesday
1526780.0,13.42,👑 x 〰️,0,0,62442.0,755.0,415002.0,2,Tuesday
24207782.0,12.266,How I feel hearing Furiosa is out… TODAY.,0,0,1257648.0,9695.0,9686191.0,13,Friday
1685430.0,59.184,💋 @flauntmagazine @ellenvonunwerth,2,0,59756.0,273.0,237759.0,15,Saturday
52352.0,27.828,"البطل الليبي مالك زيناد يصل للرياض استعداداً للنزال الملحمي ضد الملاكم الروسي ديمتري بيفول 🔥🥊

The Libyan champion Malik Zinad arrives in Riyadh in preparation for the epic showdown against the Russian boxer Dmitry Bivol 🔥🥊

احجز تذكرتك الآن 👇
Book your ticket now 👇
https://webook.com/ar/events/tickets-5vs5-boxing/book

#BigTime
#RiyadhSeason",0,2,57263.0,0.0,11575.0,13,Monday
2401028.0,18.713,"@festivaldecannes @madmaxsaga 
#madmaxfuriosa",2,1,140078.0,612.0,755328.0,8,Thursday
1123332.0,43.566,"MAAC is your gateway to a world where every stroke of your imagination takes flight, where pixels become canvases and dreams become masterpieces. At MAAC, you acquire in-demand skills, follow your passions, hone creativity, and get expert training to become a creative visionary. Join MAAC on a transformative journey where you'll push the boundaries of what's possible and emerge not just as an artist, but as a trailblazer, shaping the future of digital artistry.",0,0,63716.0,294.0,439413.0,9,Friday
1478779.0,6.673,"& one, King.",0,0,70578.0,570.0,316354.0,2,Tuesday
26393.0,95.04,"हम सबके प्रेरणास्रोत आदरणीय प्रधानमंत्री श्री @narendramodi जी 
.
.
.
.
.
.
.
.
.
.
.
.
.
🎥/ @thehimachalipodcast 
.
.
.
[Anurag Thakur, BJP, Himachal, Election, Hamirpur, Bharat, Viral]",2,0,2440.0,45.0,5868.0,7,Monday
19956.0,61.12,"अमृत काल के संकल्प, विकसित भारत का निर्माण, 140 करोड़ के सपने...
4 जून को देश एक नई उड़ान के लिए अपने पंख फैलाएगा।

पूरे भारत की यही पुकार
फिर एक बार भाजपा सरकार",0,0,2194.0,39.0,5335.0,13,Monday
1563841.0,13.466,Locked in for tip-off 🔒,0,0,101179.0,899.0,316241.0,2,Tuesday
1856145.0,48.018,"cutest video on internet haina👀
.
.
location @runway1official",1,0,171906.0,1790.0,718130.0,7,Thursday
1010673.0,90.8,"GRWM for dinner 🤍 using @milkmakeup new Cloud Glow Priming Foam, available 3/15 @sephora #milkmakeuppartner #liveyourlook #CloudGlow",2,3,28344.0,154.0,256001.0,20,Wednesday
1010027.0,90.033,"Ek baar try karo 🫶
Order Now +91 9663928199
+91 7795034074
+91 8951073002
Link in bio
https://rohikaadivasiherbalhairoil.shop/",0,0,36794.0,401.0,249776.0,6,Wednesday
1532616.0,57.833,Mujhe meri aukkat se jada dene ke liye shukriya Bappa❤️🙏🏻,0,0,137652.0,1093.0,535392.0,11,Friday
11290335.0,25.9,"Just bczzzz😂 
.
#arohikhurana #chillgamer #chillu #chirohi #arohians",0,5,777465.0,4129.0,5379717.0,11,Friday
4668524.0,64.541,"Feel the sparkle and embrace the festive vibes with Asim Jofa’s Jag Mag Collection! 🌟✨
@asimjofa 
.
Hair @hairbyawais 
Makeup @zeeshu_mua 
#AsimJofa #IWearAsimJofa #JagMag #HaniaAamir #FestiveWear #Unstitched #Embroidered #Luxury #Fashion #Trending",3,10,453202.0,2378.0,1354147.0,12,Wednesday
1837326.0,232.333,pt. 1 on @kyliejenner 🍔,1,0,-1.0,1063.0,654063.0,18,Thursday
2730875.0,114.6,in n out is always a good idea,0,0,-1.0,559.0,894821.0,22,Monday
64615.0,127.28,"हमीरपुर लोक सभा के परिवारजनों से इस होनहार बेटी ने क्या कहा? जानने के लिए पूरी वीडियो जरुर देखें। 
.
.
.
.
.
.
.
.
.
.
[Anurag Thakur, BJP, Himachal, Election, Hamirpur, Bharat, Viral]",0,0,4627.0,58.0,20732.0,3,Monday
3808092.0,5.409,see u soon 🎓🎮,0,0,180845.0,788.0,790666.0,7,Friday
91409.0,84.28,"जन-जन का आशीर्वाद
फिर मोदी फिर अनुराग",0,0,11520.0,144.0,34629.0,13,Sunday
11568933.0,31.633,"Join Antonela Roccuzzo in discovering the Glamour Experience, a beauty journey from head to toe at L’Institut 68 Champs-Élysées.
In perfect harmony, two Guerlain Beauty Experts and a Hairstylist offer a complete beauty experience like no other.

#Guerlain #Wellness",0,2,443840.0,2079.0,3936038.0,13,Thursday
21107732.0,13.263,meow,0,0,1375181.0,53.0,4079304.0,14,Monday
4608129.0,439.233,destroyed by @billieeilish,1,0,273765.0,1488.0,1271518.0,5,Thursday
17892432.0,13.733,sunday,0,0,852553.0,3780.0,7550960.0,15,Sunday
1607015.0,60.973,"Coco lawn by Zara Shahjahan volume 2 prebooking is now live!

@cocobyzarashahjahan 💕
.
Hair & makeup @iambabarzaheer 
Styling @haajira.ahmad 
video by @naveed.amjad 
Set design @hashimali90",5,0,83963.0,394.0,273515.0,15,Saturday
13457034.0,20.108,@alo 🖤 #alopartner,1,1,507088.0,2742.0,3388332.0,18,Thursday
611338.0,7.359,💗🩷☺️ #amalashaji,0,1,49459.0,312.0,117279.0,13,Friday
655585.0,6.801,✨🩷💗 #amalashaji,0,1,48635.0,349.0,152046.0,14,Friday
99731.0,353.253,"بث مباشر من حرم الامام الحسين (عليه السلام)

#الامام_الحسين_عليه_السلام 
#العتبة_الحسينية_المقدسة",0,2,12249.0,239.0,18147.0,15,Saturday
106441.0,27.433,"متى أزورك وتهمل العين على مصابك سيدي يا حسين
#العتبة_الحسينية_المقدسة
#اللهم_صلى_على_محمد_وآل_محمد
#الامام_الحسين 
#اباعبد_الله
#ياحسين
#اكسبلور
#ياعباس
#الامام_الحسين
#السيدة_زينب
#حضرت_عباس 
#ابا_الفضل_العباس",0,10,11206.0,173.0,24629.0,18,Monday
54445.0,571.148,"بث مباشر من حرم الامام الحسين عليه السلام 

#العتبة_الحسينية_المقدسة 
#الامام_الحسين_عليه_السلام",0,2,6923.0,186.0,8822.0,15,Monday
14003232.0,5.333,Lista 😎 @revolve #revolvepartner,1,1,682444.0,5399.0,3185139.0,23,Thursday
540219.0,16.113,❤️☀️ #amalashaji,0,1,41978.0,399.0,149953.0,10,Sunday
821421.0,8.166,🩷💗🥹 #amalashaji,0,1,55380.0,365.0,224477.0,16,Friday
1461938.0,45.091,"#SHEINSXYxSTAS Live Now!

@sheinofficial @shein_us @shein_women

Outfit Product IDs:
32770958
32678888+32931603
32629051
32612737
32677988+32821760
32782670+32612737",3,1,-1.0,429.0,379647.0,19,Monday
1644599.0,9.223,We aren’t gonna talk about the fact that I did this in middle school,0,0,79310.0,487.0,587774.0,16,Sunday
1231960.0,11.566,EXCUSE ME,0,0,46544.0,238.0,362129.0,21,Sunday
6684484.0,39.75,"“Find your rhythm and let it move you “ 

#Inlove #AbhishekKumar #khanzaadi",0,3,495585.0,23196.0,2440173.0,11,Friday
258790.0,111.666,YAY TRAILER! We Lost Our Human is out @netflix on March 21 :)) this was so fun to do and was worked on by the most brilliant people and I play the role of a lifetime (a screaming dog) 🗣️🐶 March 21!!!! Do they give out Pulitzers for Instagram captions? Ok bye!!!,1,0,4921.0,32.0,107875.0,0,Wednesday
1243782.0,15.633,I can barely watch these old videos omg so cringe ahhhh,0,0,49198.0,190.0,349267.0,11,Monday
1342022.0,43.118,"المرجع الديني الاعلى يستقبل المتولي الشرعي للعتبة الحسينية ويثني على جهوده في مختلف المجالات
#العتبة_الحسينية_المقدسة 
#السيستاني",0,2,95376.0,4431.0,352618.0,11,Monday
80089.0,56.819,"لنا في صلاة الإمام الحسين (عليه السلام) قدوةً ونهجاً
#العتبة_الحسينية_المقدسة
#اللهم_صلى_على_محمد_وآل_محمد
#الامام_الحسين 
#اباعبد_الله
#ياحسين
#اكسبلور
#ياعباس
#الامام_الحسين
#السيدة_زينب
#حضرت_عباس 
#ابا_الفضل_العباس",0,10,7355.0,83.0,13755.0,14,Sunday
888519.0,13.4,I have no words only shame,0,0,36904.0,165.0,228086.0,13,Sunday
3192923.0,85.4,"I tried Viral 😱 Adivasi Hair Oil, Long Hair in 1 month| Fast Hair growth #adivasiherbaloil #haircare #longhair #hair
For orders contact : 
+918105477604
+919008510320",0,4,114788.0,1004.0,967438.0,12,Wednesday
2988204.0,30.045,JUNE 27 🐻,0,0,218863.0,1228.0,656133.0,16,Thursday
762334.0,287.2,hmu for your makeup needs!!!!!! lol @victoriavillarroel,1,0,-1.0,130.0,187637.0,1,Wednesday
1473863.0,16.729,🫶🏻,0,0,92603.0,452.0,606037.0,20,Saturday
6282362.0,24.147,"🤍

#AbhishekKumar #AbhishekAvengers #AKparivaar",0,3,358042.0,8892.0,1703362.0,11,Tuesday
1748138.0,98.791,✨The Sweet East✨,0,0,80805.0,293.0,514938.0,19,Thursday
491123.0,135.733,TRAILER TRAILER TRAILER @bottomsmovie,1,0,18013.0,92.0,194930.0,16,Tuesday
569345.0,58.266,Even stars like @ayoedebiri have their fangirl moments when it comes to spotting queens like @Beyonce! 🤩 🐝 #Colbert,2,1,19506.0,129.0,364361.0,4,Thursday
15365315.0,24.36,"⚽⚽ @ArdaGuler 🇹🇷
💻 FULL MATCH on #RMPlay
🎥 EXCLUSIVO para #Madridistas Premium
📎 LINK in BIO
@LaLiga | #LaLigaHighlights",2,3,901206.0,3928.0,4616984.0,9,Tuesday
17468878.0,38.4,"@aliaabhatt made her second appearance at the #MetGala Monday night wearing an intricately handcrafted 23-foot-long sari. With jewels twinkling from atop her loosely knotted hair to her train, Bhatt made her way up the Met staircase wearing a custom-designed mint green sari by Indian couturier Sabyasachi. Tap the link in our bio to watch the star’s #LastLooks with Vogue. 

Director: @shrutirya
Director of Photography: @madebymoubayed
Editor: @cosmostreeteditorial @mojoichiban
Producer: @michbruno
Producer, On Set: @smirm
Assistant Camera: @joneswill_jones
Audio: @pat_zimmon
Associate Producer: @jazzpitcairn
Filmed on Location: @mo_newyork",11,2,900057.0,2828.0,5745531.0,22,Wednesday
6975487.0,52.896,"“How could you not double tap this?” 😂😍

#MeraSaaya #AbhishekKumar #khanzaadi 
@sachetparamparaofficial @sachettandonofficial
@paramparatandonofficial",3,3,529964.0,29015.0,2445377.0,7,Monday
23211130.0,10.4,"💎 First touch finish!
👌 ¡Al primer toque!
✍ @ArdaGuler 
@LaLiga | #LaLigaHighlights",2,1,1027588.0,3515.0,6548687.0,19,Friday
15334632.0,13.04,"💎 @ArdaGuler 🇹🇷
@LaLiga | #LaLigaHighlights",2,1,717293.0,1803.0,4485869.0,9,Tuesday
1542983.0,24.366,"⚽️⚽️❤️
#FatherSon#Love#Football##Home#Madrid#AndriiAndrii",0,6,114981.0,686.0,564407.0,18,Friday
16685031.0,17.52,"💫 @ArdaGuler 💫
📺 FULL match 👉 #RMPlay (#Madridistas Premium exclusive)
🔗 Link in BIO
@LaLiga | #LaLigaHighlights",2,3,880378.0,3280.0,5290507.0,8,Tuesday
4073693.0,58.862,"@theanthonyedwards_ was all smiles when he found out he was taking home 3 trophies as voted by YOU, the fans, in this year’s #NBAFanFavorites! 😁",1,1,195743.0,2293.0,988267.0,15,Friday
1085598.0,16.973,🫢🤎 #amalashaji,0,1,78441.0,669.0,302523.0,12,Saturday
5243397.0,30.266,"Esto no para ⚽️
A seguir preparándose 🤍👐🏼
#Work#LoveWhatIDo#Passion#Don’tStop#Happiness#AL13",0,6,369722.0,2642.0,2284250.0,11,Wednesday
202960.0,619.386,"Stealing hearts because we are “dongas” 🏴‍☠️🧡😅

In Cinemas from May 31st

#GGG 
#GamGamGanesha

@udaybommisetty @awwwrat @nayansarika_05 @kedar_selagamsetty @karumanchivamsi @chaitanbharadwaj @vennelakish @satyamrajesh7 @princeyawar @actorkrishnachaitanya 
@adityajavvadidop @karthika.srinivas @jabardasth_emmanuel @poojitatadikonda 
@anuragparvathaneni  @nagarjuna.thallapalli 
@hylifeentertainments @polakivijay_choreographer @krishnakanthcreative @therohithraj @saregamatelugu @ticketfactoryoffl",22,2,13313.0,118.0,50699.0,14,Wednesday
21821.0,86.8,"छुक छुक रेल चली 🚇🚈
.
.
.
.
.
.
.
.
.
.
[Anurag Thakur, BJP, Himachal, Election, Hamirpur, Bharat, Viral]",0,0,1722.0,25.0,6153.0,15,Monday
20145857.0,19.386,"☝️ Harika Gol!
🇹🇷 @ArdaGuler
📺 Link in bio: Full match | Partido completo (#RMPlay)
👉 Exclusivo #Madridistas Premium
#LaLigaHighlights | @LaLiga",2,3,1293911.0,4566.0,7392476.0,9,Tuesday
163963.0,45.649,"14 days to go 🥳

#gamgamganesha in cinemas on May 31st
#ggg 

@jabardasth_emmanuel @awwwrat

📸: @ikjerry6 @parth_bane
Styled by: @shefalideora_",5,2,14316.0,88.0,54960.0,10,Friday
14907839.0,9.8,"Breathe in, breathe out, and repeat after me: Slay, queen. @aliaabhatt offers a new daily affirmation. Tap the link in our bio for more.
#MetGala #SleepTok

Directed by @bardiazeinali 
DP @kellyjeffrey 
Movement @dannip18
Set Design @davidjameswhite_
Edit @bryson_mdb @modern.post
Colorist @timmasick @company_3
Graphics @andreyazizov
Music Supervision @awkwardly_jess 
Creative Music Production @premiermusicny @winslowbright @dylannowik @whoiseli
Produced by @prodn_artandcommerce",16,2,1339073.0,3811.0,4145333.0,14,Friday
15893714.0,12.8,"🔒 @Lunin_Andrey 🔒
#UCL",1,1,490449.0,1095.0,4531257.0,9,Wednesday
1082943.0,30.03,Sprite can’t make you legendary hoopers like @theanthonyedwards_ and @realgranthill. But obeying your thirst might.,2,0,50367.0,270.0,309543.0,14,Thursday
2984505.0,31.583,"Higher stakes. Lower shoes.

#AE1 #BelieveThat #adidasBasketball",0,3,139874.0,1326.0,647584.0,14,Saturday
1637369.0,257.875,"Random questions and awkward laughs. Check out our random podcast! 🎙️😂 #randompodcast #AwkwardComedy #podcastfun 

 #ggg #gamgamganesha 
@udaybommisetty @hylifeentertainments
@ticketfactoryoffl",3,5,29517.0,222.0,502807.0,13,Thursday
8951934.0,50.183,"summer days full of play☀💛
New collection out now on @edamamma!",1,0,221468.0,487.0,1945462.0,11,Wednesday
9723694.0,87.538,Se viene un día muy especial 💖✨ @lancomeofficial #lavieestbelle #lancomepartner,1,2,529146.0,4431.0,2950907.0,18,Friday
17131645.0,7.76,"🔒 @Lunin_Andrey 🧤
#APorLa15 | #UCL",1,2,580450.0,1488.0,4585308.0,10,Friday
600147.0,34.754,"THANK YOU @billieeilish for making my daughter’s whole world at your LA listening party 🫶✨✨🫶 I appreciate your kindness, thanks for signing her poster…we are both huge fans 🙏🏼 Congrats on the new album!",1,0,40876.0,513.0,173434.0,20,Wednesday
147420.0,271.104,"On popular demand, “random talks” is back. 
Enjoy! 

Also come and enjoy this seasons’ PAKKA FAMILY ENTERTAINER film on May 31st. 

#GamGamGanesha on May 31st.
#GGG

@udaybommisetty @hylifeentertainments",2,2,7642.0,76.0,32834.0,12,Sunday
737.0,89.579,"استقال من عمله بسبب #فلسطين .. الكاتب التونسي بسام بونني ينشر كتاب ""عبارات الطوفان"" #معلش #روح_الروح #لاسمح_الله 
#ضفاف #العربي_2 #ألوان_الحياة",0,7,13.0,0.0,249.0,22,Monday
2894221.0,10.75,What a special day celebrating the union of @davidmillersa12 and @camillaharris__ in the most beautiful ceremony. Your love surrounded and inspired us all. Special thanks to @lanzeracestate for making us feel like the bride and groom all over again. ❤️ @preview_designer_collection,4,0,176045.0,317.0,785539.0,11,Sunday
6455925.0,65.68,"In London with Alia. 

Spending the day with Global Brand Ambassador Alia Bhatt as she gets ready for the debut of Sabato De Sarno’s first Cruise collection at Tate Modern. 
 
#GucciCruise25 #GucciLondra #AliaBhatt",0,3,329519.0,1245.0,1697224.0,9,Saturday
603.0,689.052,"رجعوني عينيك لأيامي اللي راحوا .. علموني أندم على الماضي وجراحه🎼 💞
#مقامات #العربي_2 #ألوان_الحياة #رشيد_غلام",0,4,11.0,0.0,119.0,20,Monday
1388086.0,41.214,"Still making beautiful wine together Wyn and Anya. Wine is a bottled story of the people behind it. The sweat, the tears, the passion and the joy. Our wine is a memory of new friendships and where that journey can take us. What an incredible day celebrating new wine that was made in the pressing and the crushing of life and grapes. @dekleinewijn @firstxiwines",2,0,107247.0,126.0,389424.0,10,Monday
963862.0,30.0,Experience the thrill with @_officialmelbet ! Dive into a world of excitement and opportunities with a diverse range of games and entertainment. Join our community for endless fun and don’t miss the league action! 🌟🚀 #JoinTheFun #ExploreEmotions,1,2,60279.0,333.0,178686.0,10,Friday
3402884.0,36.129,Let’s go @royalchallengers.bengaluru . Looking forward to tomorrow 🔥. @qatarairways,2,0,512667.0,3160.0,1444398.0,6,Monday
555332.0,14.0,Alexia y @cochesnetoficial nos unimos por el fútbol femenino. Quédate que arrancamos pronto.,1,0,26692.0,122.0,125727.0,11,Friday
1113903.0,23.96,"Un estilo de juego como forma de vida 💎

@graham95, @aitana.bonmati y un gol que es ADN @fcbfemeni 🔵🔴

#LigaFenDAZN #LigaF #FCBarcelona #FCB #Barça #FCBfemeni #Football #Sports",3,8,52124.0,187.0,386984.0,19,Sunday
2436.0,69.717,"هدية غير متوقعة من طالب إلى معلمته!.. ما هي أغرب هدية وصلتكم؟!🎁
#صباح_النور #العربي2 #ألوان_الحياة
@ahedhasssan",1,3,39.0,0.0,977.0,20,Monday
2847.0,58.909,"صبري عليك طال | زين عوض 🎼 💞
#مقامات #العربي_2 #ألوان_الحياة #زين_عوض",0,4,50.0,4.0,829.0,18,Monday
861686.0,25.92,"CRICKET 🤝 PADEL
When competition runs in your veins, expect nothing less than pure intensity 🔥
The boys fuelled by @13nutritioncollection 💧

@fafdup @jpduminy @hendrebloem @wesselcoetzee 
🎾 @africapadel 

PURE. CLEAN. SIMPLE.",6,0,43198.0,72.0,159521.0,12,Saturday
1813521.0,8.985,México siempre tendrás mi corazón 🇲🇽❤️,0,0,109939.0,2458.0,526475.0,1,Monday
511662.0,2499.353,0,0,0,22850.0,361.0,148003.0,19,Monday
18476306.0,14.767,Haayeee ♥️🥺,0,0,1154892.0,17781.0,7063660.0,11,Saturday
139350.0,40.081,"كيف يحذر الآباء أطفالهم X كيف يحذر آباء غزة أطفالهم
.
.
@bishernajjar 
#ajplusarabi_فيديو 
#العام_الدراسي #غزة #أطفال_غزة #حرب",1,5,6511.0,75.0,45754.0,18,Monday
3580.0,88.021,"""كل عرسان الدنيا بكوم وهو بكوم تاني!"".. حبيبها طلب إيدها للزواج، وأبوها رفض!💔
#عملة_نادرة #العربي_2 #ألوان_الحياة",0,3,45.0,0.0,1524.0,21,Monday
1989826.0,24.891,"Motherhood has opened my heart in ways I never knew possible. Watching my kids grow, learn, and love fills me with endless wonder. Grateful every day for this journey 🤍",0,0,97207.0,1086.0,897783.0,22,Sunday
619205.0,57.96,Hemos puesto este Cupra con 25.691km a la venta en @cochesnetoficial para que las futuras futbolistas no tengan que recorrer ni un kilómetro de más. Entérate de todo aquí www.loskilometrosdealexia.com,1,0,19091.0,164.0,97015.0,16,Monday
762533.0,15.414,💎 are 4ever ✨,0,0,50221.0,1035.0,228265.0,23,Thursday
1536163.0,54.31,Game 1. #LockIn,0,1,118631.0,1777.0,324313.0,19,Wednesday
1147960.0,58.541,@alexiaputellas SEALS THE #UWCL FINAL 👑🔥,1,1,102223.0,477.0,385970.0,18,Saturday
1029828.0,24.982,Speechless.,0,0,79662.0,339.0,307292.0,7,Monday
1129163.0,31.277,"👌 Patri ➡️ Pina ➡️Alexia, who controls the ball with her right foot and finishes with the left to give Barça the lead against Madrid CFF!

Watch live for free on DAZN ▶️ link in bio.

#LigaF
#NewDealForWomensFootball",0,2,71862.0,204.0,348977.0,16,Wednesday
781028.0,21.175,Aquesta sensació 😍,0,0,48071.0,154.0,194951.0,8,Tuesday
499595.0,90.022,"“I want to thank all my teammates and the staff of my club and national team who have helped me a lot, and because of them I am here today”

@aitanabonmati reflects on being named the 2024 Laureus World Sportswoman of the Year

#Laureus24",1,1,35095.0,191.0,136117.0,19,Monday
66858.0,138.368,"التهديد بالاغتصاب والضرب الشديد..
شهادة الأسيرة المحررة هالة أسعد القدرة تتحدث فيها عن ظروف اعتقالها لدى جيش الاحتلال. 
.
،
#ajplusarabi_فيديو 
#غزة #فلسطين",0,3,1073.0,34.0,20474.0,11,Monday
